Band,Range,Description,PartNo,MSRP List Price,Standard Channel SKU,Unnamed: 6
UCEC,"Skyhigh SSE Complete
LICENSE: Per User.
DELIVERABLE: Activation via email.
PRODUCT CONTENT: This Product is a bundle of SSE Advanced, Skyhigh Private Access and Skyhigh Cloud Firewall. Please see each of the respective individual products for product content. As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.
RESTRICTION: User counts for all included components need to be the same. If required to purchase different user quantities for SSEA or Skyhigh Private Access or Skyhigh Cloud Firewall purchases need to be done based on the individual SKUs. SSE Complete is only available for the NA and EU regional datacenters.
Post Q1, 2024, SWG Software license contractually restricts its use on Virtual Machines in a production environment. This license can only be used in a test or development environment - (upto 5 MAX VMs with a max core of 4 CPUs per instance). For production usage on Virtual machines, SWG Software subscription license (Skyhigh SWG Software VM Deployment Extension - Subscription) to be purchased in addition to SWG Software License (WSG-S, MVW, MVW-ADV, UCEB, UCEA,UCEC, UCEB-U1, UCEB-U2, UCEB-U3, UCEA-U, UCEA-U1)",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,5-+,Skyhigh SSE Complete 1:1BZ,UCCECE-AA,330.29,UCCECE-AA-AA,
SSEFW,"Skyhigh SSE Cloud Firewall
LICENSE: Per User. DELIVERABLE: Activation via email.
PRODUCT CONTENT: This product provides control over Web and non-Web traffic to expand threat protection beyond Web. This SKU can be sold independently. It is also included as part of the UCEC bundle.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh Cloud Firewall 1:1BZ,SCFECE-AA,109.26,SCFECE-AA-AA,
SSEFWB,"Skyhigh SSE Essential + Skyhigh SSE Cloud Firewall
LICENSE: Per User. DELIVERABLE: Activation via email.
PRODUCT CONTENT: This product is a bundle of Skyhigh SSE Essential and Skyhigh SSE Cloud Firewall. Please see each of the respective individual products for product content.
RESTRICTION: User counts for all included components need to be the same. If required to purchase different user quantities, purchases need to be done based on the individual SKUs. This bundle is only available for the NA and EU regional datacenters.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SSE Essential Plus 1:1BZ,SEFECE-AA,178.66,SEFECE-AA-AA,
SSEFWB-U,"Skyhigh SSE Essential + Skyhigh SSE Cloud Firewall Upgrade
LICENSE: Per User. DELIVERABLE: Activation via email.
PRODUCT CONTENT: This product is a bundle of Skyhigh SSE Essential and Skyhigh SSE Cloud Firewall. Please see each of the respective individual products for product content.
RESTRICTION: User counts for all included components need to be the same. If required to purchase different user quantities, purchases need to be done based on the individual SKUs. This bundle is only available for the NA and EU regional datacenters.",,,,,
,Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SSE Essential Plus UPG 1:1BZ,SEFECE-DA,178.66,SEFECE-DA-AA,
,CASB: Shadow IT,,,,,
C02,"Skyhigh CASB for Shadow IT
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security and governance programs. It provides visibility, risk assessment, threat analytics, automated and customizable reports, and access control policy enforcement via existing firewalls & proxies.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh ShadowIT 1:1 BZ,C02ECE-AA,31.29,C02ECE-AA-AA,
,CASB: SaaS,,,,,
C63,"Skyhigh CASB for SaaS Unlimited
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product portfolio designed to support security, compliance and governance programs. Customers can use purchased User licenses across any of the following product categories in Cloud Security: Salesforce, ServiceNow, Workday, Office 365, Collaboration Apps, and Custom Apps. Purchase of one User license gives the customer access to any of the Sanctioned cloud apps in this list (i.e. You purchase 15 User licenses and use 15 User licenses for Salesforce, 15 User licenses for Workday, 15 User licenses for Office 365 Mail and 15 User Licenses for Office 365 SharePoint/OneDrive). Standard Offerings only.
This SKU will also provide customers with access to the MVISION Marketplace PAID apps. ​As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.
PREREQUISITES for the Marketplace apps: Customer needs to have PL1 (Trellix API) SKU, Apps usage counts against the daily limit set by PL1 SKU.
A ""User"" is defined as a unique individual person within a company, organization, or other entity, where: (1) the entity has acquired a valid license(s) to use the product, and (2) the entity has authorized the particular individual person to use the product.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SaaS Unlimited 1:1 BZ,C63ECE-AA,130.38,C63ECE-AA-AA,
C41,"Skyhigh CASB for SaaS Pooled
LICENSE: Per User, per product.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product portfolio designed to support security, compliance and governance programs. Customers can use purchased User licenses across any of the following product categories in Cloud Security: Salesforce, ServiceNow, Workday, Office 365, Collaboration Apps, and Custom Apps. One User license is required for each individual Cloud Security product in this list (i.e. You purchase 15 User licenses and use 2 User licenses for Salesforce, 3 User licenses for Workday, 5 User licenses for Office 365 Mail and 5 User Licenses for Office 365 SharePoint/OneDrive). Standard Offerings only.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.
A ""User"" is defined as a unique individual person within a company, organization, or other entity, where: (1) the entity has acquired a valid license(s) to use the product, and (2) the entity has authorized the particular individual person to use the product",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SaaS Pooled 1:1 BZ,C41ECE-AA,37.19,C41ECE-AA-AA,
C63-U,"Skyhigh CASB SaaS Pooled - Skyhigh CASB SaaS Unlimited Upgrade
LICENSE: Per User.
DELIVERABLE: Activation via email.​
PRODUCT CONTENT:  CASB customers who own Skyhigh CASB for SaaS Pooled can use this SKU to upgrade to SaaS Unlimited SKU.",,,,,
,Upgrade Subscription Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SaaS PL to UNL UPG 1:1BZ,C63ECE-DA,93.86,C63ECE-DA-AA,
,CASB: Office 365,,,,,
C09,"Skyhigh CASB for Office 365 Mail
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, view policy violations, capture detailed audit trail of admin activity, and enforce access control policies.
Includes activity monitoring, data loss prevention, and access control for O365 Mail.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 Mail 1:1 BZ,C09ECE-AA,37.19,C09ECE-AA-AA,
C10,"Skyhigh CASB for Office 365 SharePoint and OneDrive
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Includes activity monitoring, threat analytics, data loss prevention, collaboration control, and access control. As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 Shrpoint1Drv 1:1 BZ,C10ECE-AA,37.19,C10ECE-AA-AA,
C12,"Skyhigh CASB for Microsoft Office O365 Mail / SharePoint and OneDrive
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: Skyhigh CASB for Office 365 Mail is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, view policy violations, capture detailed audit trail user and admin activity, and enforce access control policies.
Skyhigh CASB for Office 365 SharePoint and OneDrive is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Includes activity monitoring, data loss prevention, and access control for O365 Mail. Includes activity monitoring, threat analytics, data loss prevention, collaboration control, and access control for SharePoint and OneDrive.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 MailShrpt1Drv 1:1 BZ,C12ECE-AA,66.93,C12ECE-AA-AA,
C13,"Skyhigh CASB for Shadow IT / Office 365 Mail / SharePoint and OneDrive
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: Skyhigh CASB for Shadow IT is a product designed to support security and governance programs. It provides visibility, risk assessment, threat analytics, automated and customizable reports, and access control policy enforcement via existing firewalls & proxies.
Skyhigh CASB for Office 365 Mail is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, view policy violations, capture detailed audit trail of admin activity, and enforce access control policies.
Skyhigh CASB for Office 365 SharePoint and OneDrive is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Skyhigh CASB for O365 Includes activity monitoring, threat analytics, data loss prevention and access control.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh SwIT O365 MailShp1Drv 1:1 BZ,C13ECE-AA,92.96,C13ECE-AA-AA,
C50,"Skyhigh CASB for Office 365 Teams
LICENSE: Per User, per product.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: A product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Includes activity monitoring, threat analytics, data loss prevention, collaboration control, and access control.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
A,1-+,Skyhigh O365 TEAMS 1:1 BZ,C50ECE-AA,37.19,C50ECE-AA-AA,
C51,"Skyhigh CASB for Office 365 Mail / SharePoint and OneDrive / Teams
LICENSE: Per User.
DELIVERABLE: Welcome email.
PRODUCT CONTENT: Skyhigh CASB for Office 365 Mail is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, view policy violations, capture detailed audit trail user and admin activity, and enforce access control policies.
Skyhigh CASB for Office 365 SharePoint and OneDrive is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Skyhigh CASB for Office 365 Teams is a product designed to support security, compliance and governance programs. Customers can enforce data loss prevention policies, enforce data sharing policies, detect anomalous activity indicative of insider threats and compromised accounts, view an audit trail of user activity, and enforce access control policies.
Includes activity monitoring, data loss prevention, and access control for O365 Mail. Includes activity monitoring, threat analytics, data loss prevention, collaboration control, and access control for SharePoint, One Drive and Teams.
As part of this SKU, customers also gain access to Skyhigh’s foundational Data Security Posture Management (DSPM) solution, enabling data classification, activity monitoring and control over their sensitive data.",,,,,
,Standard Offering,,,,,
,1yr Subscription with 1yr Business Software Support,,,,,
